72	E	2	wild-type
72	E	3	wild-type
72	E	4	wild-type
72	E	5	wild-type
72	E	6	wild-type
72	E	7	wild-type
72	E	8	wild-type
72	E	9	wild-type
72	E	10	wild-type
72	E	11	wild-type
72	E	12	wild-type
72	F	1	wild-type
72	F	2	wild-type
72	F	3	wild-type
72	F	4	wild-type
72	F	5	wild-type
72	F	6	wild-type
72	F	7	wild-type
72	F	8	wild-type
72	F	9	wild-type
72	F	10	wild-type
72	F	11	wild-type
72	F	12	wild-type
72	G	1	wild-type
72	G	2	blank
72	G	3	wild-type
72	G	4	wild-type
72	G	5	wild-type
72	G	6	wild-type
72	G	7	wild-type
72	G	8	wild-type
72	G	9	wild-type
72	G	10	wild-type
72	G	11	wild-type
72	G	12	wild-type
72	H	1	wild-type
72	H	2	blank
72	H	3	wild-type
72	H	4	wild-type
72	H	5	wild-type
72	H	6	wild-type
72	H	7	wild-type
72	H	8	wild-type
72	H	9	wild-type
72	H	10	wild-type
72	H	11	wild-type
72	H	12	wild-type
73	A	1	wild-type
73	A	2	wild-type
73	A	3	wild-type
73	A	4	wild-type
73	A	5	wild-type
73	A	6	wild-type
73	A	7	wild-type
73	A	8	wild-type
73	A	9	wild-type
73	A	10	wild-type
73	A	11	wild-type
73	A	12	wild-type
73	B	1	wild-type
73	B	2	wild-type
73	B	3	wild-type
73	B	4	wild-type
73	B	5	wild-type
73	B	6	wild-type
73	B	7	wild-type
73	B	8	wild-type
73	B	9	wild-type
73	B	10	wild-type
73	B	11	wild-type
73	B	12	wild-type
73	C	1	wild-type
73	C	2	wild-type
73	C	3	wild-type
73	C	4	wild-type
73	C	5	wild-type
73	C	6	wild-type
73	C	7	wild-type
73	C	8	wild-type
73	C	9	wild-type
73	C	10	wild-type
73	C	11	wild-type
73	C	12	wild-type
73	D	1	wild-type
73	D	2	wild-type
73	D	3	wild-type
73	D	4	wild-type
73	D	5	wild-type
73	D	6	wild-type
73	D	7	wild-type
73	D	8	wild-type
73	D	9	wild-type
73	D	10	wild-type
73	D	11	wild-type
73	D	12	wild-type
73	E	1	wild-type
73	E	2	wild-type
73	E	3	wild-type
73	E	4	wild-type
73	E	5	wild-type
73	E	6	wild-type
73	E	7	wild-type
73	E	8	wild-type
73	E	9	wild-type
73	E	10	wild-type
73	E	11	wild-type
73	E	12	wild-type
73	F	1	wild-type
73	F	2	wild-type
73	F	3	wild-type
73	F	4	wild-type
73	F	5	wild-type
73	F	6	wild-type
73	F	7	wild-type
73	F	8	wild-type
73	F	9	wild-type
73	F	10	wild-type
73	F	11	wild-type
73	F	12	wild-type
73	G	1	wild-type
73	G	2	wild-type
73	G	3	blank
73	G	4	wild-type
73	G	5	wild-type
73	G	6	wild-type
73	G	7	wild-type
73	G	8	wild-type
73	G	9	wild-type
73	G	10	wild-type
73	G	11	wild-type
73	G	12	wild-type
73	H	1	wild-type
73	H	2	blank
73	H	3	wild-type
73	H	4	wild-type
73	H	5	wild-type
73	H	6	wild-type
73	H	7	wild-type
73	H	8	wild-type
73	H	9	wild-type
73	H	10	wild-type
73	H	11	wild-type
73	H	12	wild-type
74	A	1	wild-type
74	A	2	wild-type
74	A	3	wild-type
74	A	4	wild-type
74	A	5	wild-type
74	A	6	wild-type
74	A	7	wild-type
74	A	8	wild-type
74	A	9	wild-type
74	A	10	wild-type
74	A	11	wild-type
74	A	12	wild-type
74	B	1	wild-type
74	B	2	wild-type
74	B	3	wild-type
74	B	4	wild-type
74	B	5	wild-type
74	B	6	wild-type
74	B	7	wild-type
74	B	8	wild-type
74	B	9	wild-type
74	B	10	wild-type
74	B	11	wild-type
74	B	12	wild-type
74	C	1	wild-type
74	C	2	wild-type
74	C	3	wild-type
74	C	4	wild-type
74	C	5	wild-type
74	C	6	wild-type
74	C	7	wild-type
74	C	8	wild-type
74	C	9	wild-type
74	C	10	wild-type
74	C	11	wild-type
74	C	12	wild-type
74	D	1	wild-type
74	D	2	wild-type
74	D	3	wild-type
74	D	4	wild-type
74	D	5	wild-type
74	D	6	wild-type
74	D	7	wild-type
74	D	8	wild-type
74	D	9	wild-type
74	D	10	wild-type
74	D	11	wild-type
74	D	12	wild-type
74	E	1	wild-type
74	E	2	wild-type
74	E	3	wild-type
74	E	4	wild-type
74	E	5	wild-type
74	E	6	wild-type
74	E	7	wild-type
74	E	8	wild-type
74	E	9	wild-type
74	E	10	wild-type
74	E	11	wild-type
74	E	12	wild-type
74	F	1	wild-type
74	F	2	wild-type
74	F	3	wild-type
74	F	4	wild-type
74	F	5	wild-type
74	F	6	wild-type
74	F	7	wild-type
74	F	8	wild-type
74	F	9	wild-type
74	F	10	wild-type
74	F	11	wild-type
74	F	12	wild-type
74	G	1	wild-type
74	G	2	wild-type
74	G	3	wild-type
74	G	4	blank
74	G	5	wild-type
74	G	6	wild-type
74	G	7	wild-type
74	G	8	wild-type
74	G	9	wild-type
74	G	10	wild-type
74	G	11	wild-type
74	G	12	wild-type
74	H	1	wild-type
74	H	2	blank
74	H	3	wild-type
74	H	4	wild-type
74	H	5	wild-type
74	H	6	wild-type
74	H	7	wild-type
74	H	8	wild-type
74	H	9	wild-type
74	H	10	wild-type
74	H	11	wild-type
74	H	12	wild-type
